model,file_id,error_category,detailed_type,section,reasoning
gpt-5-nano,day3_consultation10.txt,HALLUCINATION,PARTIALLY_SUPPORTED,fu,"Gold fu-001 and fu-002: contact/appointment if diarrhea >1 week, blood, or >8 episodes with dehydration risk. Generated: contact clinic if symptoms worsen or fail to improve in 1 week. The >1 week criterion aligns; 'worsen' is added and specific triggers (blood, stool count) are not explicitly repeated here."
gpt-5-nano,day4_consultation01.txt,OMISSION,OMITTED,hpi,Gold: radiates to the left shoulder and arm. Generated hpi-005 only mentions radiation to the left shoulder; left arm radiation is missing.
gpt-5-nano,day4_consultation01.txt,OMISSION,OMITTED,hpi,Gold: no radiation to the head. None of the generated facts address radiation to the head.
gpt-5-nano,day4_consultation01.txt,OMISSION,OMITTED,asm,Gold: differential includes MI. None of the generated Assessment or Plan facts explicitly list MI in the differential.
gpt-5-nano,day4_consultation01.txt,OMISSION,OMITTED,asm,Gold: differential includes PE. No generated fact names pulmonary embolism as a differential.
gpt-5-nano,day4_consultation01.txt,OMISSION,OMITTED,asm,Gold: differential includes GORD. No generated fact names gastro-oesophageal reflux disease or GERD/GORD.
gpt-5-nano,day4_consultation01.txt,HALLUCINATION,ADDITION,hpi,Gold notes left-sided chest discomfort but does not specify 'central chest.' Central location is an added detail not present in the gold facts.
gpt-5-nano,day4_consultation01.txt,HALLUCINATION,ADDITION,hpi,Gold mentions first episode started while gardening but does not state that the patient is normally fit or has a 'fortnightly gardening cadence.' Those contextual details are new.
gpt-5-nano,day4_consultation01.txt,HALLUCINATION,ADDITION,hpi,Calf pain and leg swelling are not mentioned anywhere in the gold facts; entirely new information.
gpt-5-nano,day4_consultation01.txt,HALLUCINATION,ADDITION,hpi,"Gold lists hypertension and high cholesterol but does not address prior medication use. Statement of no prior meds for HTN/HLD is new, not contradicted."
gpt-5-nano,day4_consultation01.txt,HALLUCINATION,ADDITION,med,"Gold contains no medication list. Statement that the patient is on no medications is new, not supported or contradicted."
gpt-5-nano,day4_consultation01.txt,HALLUCINATION,ADDITION,allergy,Gold only states aspirin allergy. The importance for ED/EMS management is an interpretive emphasis not present in the gold facts.
gpt-5-nano,day4_consultation01.txt,HALLUCINATION,ADDITION,ros,No difficulty swallowing (no dysphagia) is not mentioned in gold; new system review detail.
gpt-5-nano,day4_consultation01.txt,HALLUCINATION,ADDITION,ros,No numbness/weakness other than left shoulder pain is not referenced in gold; new neurologic/symptom detail.
gpt-5-nano,day4_consultation01.txt,HALLUCINATION,ADDITION,ros,Calf pain and leg swelling are not present in gold facts; new information.
gpt-5-nano,day4_consultation01.txt,HALLUCINATION,ADDITION,pe,"Gold facts do not comment on whether vitals/PE/diagnostics are documented. This is meta-commentary, not supported by the gold set."
gpt-5-nano,day4_consultation01.txt,HALLUCINATION,ADDITION,asm,"Gold Assessment lists DDx: MI, PE, GORD but does not explicitly synthesize as 'high clinical concern for a cardiopulmonary etiology given HTN/HLD.' This is a clinical interpretation beyond gold content."
gpt-5-nano,day4_consultation01.txt,HALLUCINATION,ADDITION,asm,"Gold mentions nausea, but not lightheadedness or grouping them as a separate assessed problem. This combination and framing is new."
gpt-5-nano,day4_consultation01.txt,HALLUCINATION,ADDITION,asm,Calf pain and leg swelling and proposed venous/immobility etiology are not in the gold facts.
gpt-5-nano,day4_consultation01.txt,HALLUCINATION,ADDITION,asm,"Gold only lists aspirin allergy under allergies, not as a dedicated assessment item or its importance for ED/EMS. This emphasis is new."
gpt-5-nano,day4_consultation01.txt,HALLUCINATION,ADDITION,plan,Gold plan does not specify what information to provide to paramedics nor central pressure/7/10/left shoulder specifics. These are operational details not in gold.
gpt-5-nano,day4_consultation01.txt,HALLUCINATION,ADDITION,plan,"Informing paramedics of SOB, lightheadedness, nausea is not described in the gold plan text."
gpt-5-nano,day4_consultation01.txt,HALLUCINATION,ADDITION,plan,"Gold does not mention providing history details (HTN, HLD, no meds, aspirin allergy) specifically to paramedics as part of the plan."
gpt-5-nano,day4_consultation01.txt,HALLUCINATION,ADDITION,plan,"Gold does not state that functional impacts (DOE, stair difficulty) should be communicated to paramedics."
gpt-5-nano,day4_consultation01.txt,HALLUCINATION,ADDITION,plan,Gold notes aspirin allergy but does not specify a directive to withhold aspirin until ED confirms. This is a new management instruction.
gpt-5-nano,day4_consultation01.txt,HALLUCINATION,ADDITION,plan,Gold does not address instructing spouse to accompany the patient or gather belongings.
gpt-5-nano,day4_consultation01.txt,HALLUCINATION,ADDITION,plan,Contingency that all actions depend on ED/EMS assessment/results is not stated in gold facts.
gpt-5-nano,day4_consultation01.txt,HALLUCINATION,ADDITION,fu,No follow-up information or outpatient follow-up planning is present in the gold facts.
gpt-5-nano,day4_consultation01.txt,HALLUCINATION,ADDITION,fu,Gold contains no instructions to follow ED/consultant recommendations if not discharged.
gpt-5-nano,day4_consultation02.txt,OMISSION,OMITTED,cc,Gold chief complaint explicitly includes loss of appetite; generated chief complaint mentions reduced appetite but does not separately identify it as a reported chief complaint item as in the gold list (loss of appetite and tingling and palpitations are separated in gold).
gpt-5-nano,day4_consultation02.txt,OMISSION,OMITTED,cc,"Gold chief complaint lists tingling as a presenting complaint; generated chief complaint only lists headache, feeling hot, and reduced appetite."
gpt-5-nano,day4_consultation02.txt,OMISSION,OMITTED,cc,Gold chief complaint includes palpitations; generated chief complaint does not mention palpitations (palpitations are only in HPI/ROS/assessment in generated facts).
gpt-5-nano,day4_consultation02.txt,OMISSION,OMITTED,hpi,Gold states symptoms began after starting a new high-stress job as a lawyer working at a computer. Generated HPI mentions job change temporally with weight loss and gives stress level at law job but does not explicitly state symptom onset was after starting the job or that job is high-stress computer work.
gpt-5-nano,day4_consultation02.txt,OMISSION,OMITTED,hpi,Gold localizes headaches as frontal; no generated fact specifies frontal location.
gpt-5-nano,day4_consultation02.txt,OMISSION,OMITTED,hpi,Gold states headaches occur without a pre-aura; no generated fact mentions aura or absence of aura.
gpt-5-nano,day4_consultation02.txt,OMISSION,OMITTED,hpi,Gold states headaches do not radiate; generated facts do not address radiation of the headache.
gpt-5-nano,day4_consultation02.txt,OMISSION,OMITTED,hpi,Gold: no prior medical history of headaches; no generated fact states absence of prior headache history.
gpt-5-nano,day4_consultation02.txt,OMISSION,OMITTED,hpi,"Gold: headaches are accompanied by fevers. Generated hpi-005 and ros-010 explicitly say no fevers; this is not only omitted but contradicted, but here we mark it as not correctly covered."
gpt-5-nano,day4_consultation02.txt,OMISSION,OMITTED,hpi,Gold: motor and sensory function maintained with no loss of function despite tingling. Generated facts mention paresthesias but do not affirm preserved motor/sensory function.
gpt-5-nano,day4_consultation02.txt,OMISSION,OMITTED,hpi,Gold notes acute onset of symptoms; no generated fact states acute onset.
gpt-5-nano,day4_consultation02.txt,OMISSION,OMITTED,asm,"Gold assessment includes hypothyroidism as a differential diagnosis (??hypothyroid?). Generated asm-006 treats hypothyroidism as an established diagnosis on thyroxine, not as a differential; the DDx framing is not preserved."
gpt-5-nano,day4_consultation02.txt,HALLUCINATION,ADDITION,cc,"Headache and feeling hot are supported by gold chief complaint. Reduced appetite is present in gold but as 'loss of appetite' in chief complaint and 'reduced appetite' in HPI; bundling them into a single composite CC statement is a reframing and consolidation, not a direct one-to-one match to any single gold fact."
gpt-5-nano,day4_consultation02.txt,HALLUCINATION,ADDITION,hpi,"Gold mentions headaches and their context at work, but does not explicitly describe them as 'recurrent severe'; severity and recurrence description are added details."
gpt-5-nano,day4_consultation02.txt,HALLUCINATION,ADDITION,hpi,"Gold confirms palpitations and feeling hot, and SOB associated with palpitations, but not that heart racing was 'documented by the patient'; that detail is additional, not contradictory."
gpt-5-nano,day4_consultation02.txt,HALLUCINATION,CONTRADICTION,hpi,"Gold HPI states fevers with headaches and reduced appetite; generated hpi-005 states decreased appetite but 'no explicit vomiting or fever.' This denies or at least casts doubt on the presence of fever, directly opposing gold hpi-008 (fevers with headaches)."
gpt-5-nano,day4_consultation02.txt,HALLUCINATION,ADDITION,hpi,Decreased libido since job change is not mentioned in any gold fact; purely additional symptom information.
gpt-5-nano,day4_consultation02.txt,HALLUCINATION,PARTIAL_SUPPORT,hpi,"Gold hpi-013: symptoms occur at random times while at work, sometimes together, sometimes individually, with no presymptoms. Generated fact states symptoms occur randomly, not all at once, primarily during work, especially at meetings, reading, and computer use. Random timing and work association are supported; focus on meetings/reading/computer use and omission of presymptom comment are additions/partial."
gpt-5-nano,day4_consultation02.txt,HALLUCINATION,ADDITION,hpi,"Gold pmh-001 and med-001 confirm hypothyroidism and thyroxine use, but do not mention adherence. The adherence detail is added."
gpt-5-nano,day4_consultation02.txt,HALLUCINATION,ADDITION,ros,"Gold does not provide a ROS section; it documents headache as chief complaint and in HPI. Labeling it as ROS-positive is structural/sectional addition, not contradicting the gold content."
gpt-5-nano,day4_consultation02.txt,HALLUCINATION,ADDITION,ros,Libido changes are not mentioned in any gold fact; new information.
gpt-5-nano,day4_consultation02.txt,HALLUCINATION,ADDITION,ros,Gold has no statement about chest pain; documenting it as negative is additional detail.
gpt-5-nano,day4_consultation02.txt,HALLUCINATION,CONTRADICTION,ros,Gold hpi-008: fevers with headaches (positive for fever). Generated ros-010: ROS negative for fevers. Direct opposition.
gpt-5-nano,day4_consultation02.txt,HALLUCINATION,ADDITION,ros,Gold hpi-011 notes no loss of motor or sensory function but does not explicitly mention focal weakness; stating ROS negative for focal weakness is consistent but adds a specific neuro term not in gold.
gpt-5-nano,day4_consultation02.txt,HALLUCINATION,ADDITION,sh,Gold does not mention smoking status; stating that the patient does not smoke is additional.
gpt-5-nano,day4_consultation02.txt,HALLUCINATION,ADDITION,sh,Gold does not mention illicit drug use; documenting it as negative is additional.
gpt-5-nano,day4_consultation02.txt,HALLUCINATION,ADDITION,asm,"Gold assessment only explicitly lists hypothyroidism as a differential. A detailed assessment line for 'headache syndrome with intermittent nausea, at-work onset' is not present in gold but is consistent with HPI; thus an addition."
gpt-5-nano,day4_consultation02.txt,HALLUCINATION,ADDITION,asm,"Gold assessment section does not list unintentional weight loss with reduced appetite as a separate assessment item; adding it as an assessment diagnosis is additional, though based on gold HPI data."
gpt-5-nano,day4_consultation02.txt,HALLUCINATION,ADDITION,asm,"While gold hpi-010 documents bilateral arm paresthesias, the gold assessment section does not list it as a distinct assessment line; this is additional structuring in the assessment."
